time,open,high,low,close,volume
2018-10-14 00:05,6198.360000000000,6200.0,6198.35,6198.370000000000,1.1504802199999997
2018-10-14 00:10,6199.990000000000,6200.0,6199.99,6200.000000000000,0.04512214999999999
2018-10-14 00:15,6198.420000000000,6199.99,6198.42,6198.420000000000,1.29331543
2018-10-14 00:20,6199.990000000000,6200.0,6198.42,6199.990000000000,4.989897639999999
2018-10-14 00:25,6198.430000000000,6200.0,6198.43,6198.590000000000,7.10880414
2018-10-14 00:30,6198.600000000000,6200.81,6198.59,6200.810000000000,3.15530666
2018-10-14 00:35,6200.810000000000,6205.9,6198.66,6205.900000000000,11.232684170000002
2018-10-14 00:40,6206.400000000000,6206.5,6200.19,6200.190000000000,4.92947353
2018-10-14 00:45,6203.310000000000,6203.31,6200.19,6203.310000000000,0.274501
2018-10-14 00:50,6203.190000000000,6203.34,6196.99,6198.430000000000,14.73447728
2018-10-14 00:55,6200.330000000000,6203.13,6200.32,6203.130000000000,0.040440529999999995
2018-10-14 01:00,6203.130000000000,6204.48,6200.33,6201.810000000000,2.6299825000000006
2018-10-14 01:05,6203.270000000000,6204.48,6200.46,6203.030000000000,2.19941789
2018-10-14 01:10,6203.020000000000,6206.5,6199.97,6204.750000000000,19.11799278
2018-10-14 01:15,6204.750000000000,6206.5,6201.17,6201.170000000000,3.9486994999999996
2018-10-14 01:20,6206.440000000000,6206.8,6201.16,6206.800000000000,3.22621558
2018-10-14 01:25,6205.000000000000,6205.0,6205.0,6205.000000000000,2.9331078200000005
2018-10-14 01:30,6205.000000000000,6205.0,6201.78,6203.340000000000,12.265989149999998
2018-10-14 01:35,6203.340000000000,6208.0,6203.34,6207.310000000000,9.273083249999999
2018-10-14 01:40,6207.990000000000,6208.0,6207.2,6207.200000000000,7.21273088
2018-10-14 01:45,6207.960000000000,6208.94,6206.64,6208.940000000000,4.2301972999999995
2018-10-14 01:50,6208.940000000000,6210.0,6205.97,6207.000000000000,11.44817179
2018-10-14 01:55,6205.980000000000,6207.0,6205.03,6207.000000000000,1.00282298
2018-10-14 02:00,6205.340000000000,6205.34,6202.1,6204.400000000000,4.63451416
2018-10-14 02:05,6204.470000000000,6207.0,6204.24,6207.000000000000,5.30637557
2018-10-14 02:10,6206.790000000000,6206.79,6204.24,6204.240000000000,0.32529115000000003
2018-10-14 02:15,6204.240000000000,6205.37,6204.23,6205.370000000000,0.62738896
2018-10-14 02:20,6205.370000000000,6207.0,6205.37,6207.000000000000,0.32220116
2018-10-14 02:25,6203.280000000000,6206.28,6203.28,6206.280000000000,0.08470180999999999
2018-10-14 02:30,6206.280000000000,6206.29,6202.5,6206.280000000000,0.54819215
2018-10-14 02:35,6202.510000000000,6205.33,6202.51,6205.330000000000,4.57216412
2018-10-14 02:40,6206.070000000000,6206.07,6206.07,6206.070000000000,0.04494842
2018-10-14 02:45,6206.070000000000,6206.07,6202.91,6206.050000000000,14.37483353
2018-10-14 02:50,6202.920000000000,6206.04,6202.91,6206.030000000000,3.14459642
2018-10-14 02:55,6202.910000000000,6205.25,6201.4,6201.410000000000,5.9296145000000005
2018-10-14 03:00,6205.240000000000,6205.24,6201.4,6201.400000000000,2.61138946
2018-10-14 03:05,6201.390000000000,6205.0,6201.39,6205.000000000000,0.06560500000000001
2018-10-14 03:10,6205.000000000000,6205.25,6202.0,6204.530000000000,3.8410133500000008
2018-10-14 03:15,6202.010000000000,6204.54,6202.01,6204.540000000000,0.8395144400000001
2018-10-14 03:20,6204.540000000000,6204.82,6202.0,6204.820000000000,0.6830805600000001
2018-10-14 03:25,6201.340000000000,6204.82,6201.33,6204.810000000000,4.2597539499999995
2018-10-14 03:30,6203.080000000000,6204.82,6203.08,6204.820000000000,2.3046566099999994
2018-10-14 03:35,6204.820000000000,6206.07,6204.82,6206.070000000000,1.82910491
2018-10-14 03:40,6206.070000000000,6206.07,6200.56,6204.330000000000,9.897255939999999
2018-10-14 03:45,6200.560000000000,6204.33,6197.69,6197.690000000000,8.68301926
2018-10-14 03:50,6199.070000000000,6201.38,6186.82,6191.960000000000,35.81656487
2018-10-14 03:55,6191.960000000000,6195.14,6187.43,6187.550000000000,1.0389525
2018-10-14 04:00,6189.390000000000,6194.3,6175.22,6175.220000000000,8.880514580000002
2018-10-14 04:05,6178.730000000000,6187.27,6175.23,6186.520000000000,8.72569585
2018-10-14 04:10,6186.520000000000,6186.52,6186.52,6186.520000000000,0.018005
2018-10-14 04:15,6189.290000000000,6204.79,6186.1,6189.910000000000,21.99795548
2018-10-14 04:20,6195.180000000000,6200.71,6195.18,6198.150000000000,5.056875339999999
